Facility Number,Facility Name,HMIS,Province,District,Division,LOCATION,Sub-Location,Facility Type,Agency,Latitude,Longitude
17,KILGORIS SDA HEALTH CENTRE,0,RIFT VALLEY,TRANS MARA,KILGORIS,OLALUI,OLALUI,3,MISS,-1.00842,34.8823
19,KIMINTET HEALTH CENTRE,3227,RIFT VALLEY,TRANS MARA,KIRINDONI,KIMINTET,KIRINDONI,3,MOH,-1.121016,35.074135
23,LICHARTUYIARI HEALTH CENTRE,0,RIFT VALLEY,TRANS MARA,KILGORIS,OLOIBORSOITO,OLDONYO-RASHA,3,MISS,-0.989698,34.8998
27,MONIANGU HEALTH CENTRE,0,RIFT VALLEY,TRANS MARA,KEIYAN,OLOLTARE,OLOLTARE,3,MISS,-0.969245,34.684317
28,NAROLONG HEALTH CENTRE,0,RIFT VALLEY,TRANS MARA,KEIYAN,MASURURA,NAROLONG,3,MISS,-1.141,34.647
31,NKARARO HEALTH CENTRE,4286,RIFT VALLEY,TRANS MARA,KEIYAN,NKARARO,NKARARO,3,MOH,-1.10106,34.7988
39,POROKO FRIENDS H C,1820,RIFT VALLEY,TRANS MARA,KILGORIS,POROKO,NAKUYIANA,3,MISS,-0.958314,34.8628
44,ST. ANTHONY ABOSSI H C,1822,RIFT VALLEY,TRANS MARA,PIRRAR,OLOLMASANI,ABOSSI,3,MISS,-0.909657,35.0758
10,ENDEBESS H C,1841,RIFT VALLEY,TRANS-NZOIA,ENDEBESS,ENDEBESS,ENDEBESS,3,MOH,1.07188,34.8543
14,INTERNATIONAL CHILD TRUST CLINIC,0,RIFT VALLEY,TRANS-NZOIA,KWANZA,KWANZA,KAPSITWET,3,NGO,1.07,34.97
19,KAPLAMAI H C,0,RIFT VALLEY,TRANS-NZOIA,KAPLAMAI,KAPLAMAI,KIMOSON,3,MOH,0.995636,35.0941
21,KAPSARA HEALTH CENTRE,1865,RIFT VALLEY,TRANS-NZOIA,KAPLAMAI,MAKUTANO,KAPSARA,3,MOH,1.07219,35.1511
33,KWANZA HEALTH CENTRE,1866,RIFT VALLEY,TRANS-NZOIA,KWANZA,KAPOMBOI,KAPOMBOI,3,MOH,1.15508,34.9209
48,SABOTI HEALTH CENTRE,1858,RIFT VALLEY,TRANS-NZOIA,SABOTI,SABOTI,SABOTI,3,MOH,0.976288,34.8531
52,SUWERWA HEALTH CENTRE,1867,RIFT VALLEY,TRANS-NZOIA,CHERANGANY,KIPTOROR,MILIMANICHERANGANY,3,MOH,0.982474,35.2728
19,KALIMAPUS CATH HEALTH CENTRE,349,RIFT VALLEY,TURKANA,KALOKOL,KALOKOL,NAMADAK,3,MISS,3.693601,35.806406
21,KALOKOL HEALTH CENTRE,2171,RIFT VALLEY,TURKANA,KALOKOL,KALOKOL,KALOKOL,3,MISS,3.57934,35.8422
26,KAPEDO HEALTH CENTRE,2162,RIFT VALLEY,TURKANA,LOMELO,KAPEDO,KAPEDO,3,MISS,1.20002,36.1092
28,KAPUA SUB-HEALTH CENTRE,4291,RIFT VALLEY,TURKANA,KALOKOL,KALOKOL,KAPUA,3,MISS,3.47996,35.7061
29,KAPUTIR HEALTH CENTRE,2141,RIFT VALLEY,TURKANA,KATILU,KATILU,KALEMUNGOROK,3,MOH,2.10933,35.475
33,KATILU HEALTH CENTRE,2164,RIFT VALLEY,TURKANA,LOKICHAR,LOKICHAR,LOKICHARTURKANA,3,MOH,2.37529,35.5503
39,KOTARUK SUB-HEALTH CENTRE,0,RIFT VALLEY,TURKANA,TURKWEL,KOTARUK,NAIPA,3,MOH,2.54825,35.3754
47,LOKICHAR HEALTH CENTRE,2165,RIFT VALLEY,TURKANA,LOKICHAR,LOKICHAR,KAPESE,3,MISS,2.41696,35.7151
50,LOKICHOGIO HEALTH CENTRE,2166,RIFT VALLEY,TURKANA,LOKICHOGGIO,LOKICHOGGIO,LOKICHOGGIO,3,MISS,4.21267,34.2429
54,LOKORI HEALTH CENTRE,2167,RIFT VALLEY,TURKANA,LOKORI,LOCHAKULA,LOKWAMUSING,3,MISS,1.96004,35.9645
59,LOMELO SUB-HEALTH CENTRE,2181,RIFT VALLEY,TURKANA,LOMELO,LOMELO,LOMELO,3,MISS,1.43688,36.2472
66,LORUGUM MISSION HEALTH CENTRE,2168,RIFT VALLEY,TURKANA,TURKWEL,LORUGUM,LORUGUM,3,MISS,2.904771,35.205502
76,NAKWAMORU HEALTH CENTRE,2169,RIFT VALLEY,TURKANA,KAINUK,KAPUTIR,NAKWAMORU,3,MISS,2.063724,35.420583
1,AINABKOI HEALTH CENTRE,1914,RIFT VALLEY,UASIN GISHU,AINABKOI,OLARE,KAPKENO,3,MISS,0.231127,35.4565
5,BURNT FOREST MISS. HEALTH CENTRE,1872,RIFT VALLEY,UASIN GISHU,SOY,MOI'S BRIDGE,MOI'S BRIDGEUGISHU,3,MISS,0.878439,35.1406
6,BURNT FOREST RURAL HEALTH DEMONSTRATION CENTRE,1927,RIFT VALLEY,UASIN GISHU,AINABKOI,OLARE,KAPKENO,3,MOH,0.231535,35.4467
12,CHEPKANKA HEALTH CENTRE,0,RIFT VALLEY,UASIN GISHU,MOIBEN,SERGOIT,KELJI,3,MOH,0.628494,35.3684
22,KABOBO HEALTH CENTRE,2347,RIFT VALLEY,UASIN GISHU,SOY,SOY,KONGASISSOY,3,MOH,0.738398,35.2638
47,MOIBEN HEALTH CENTRE,1919,RIFT VALLEY,UASIN GISHU,MOIBEN,MOIBEN,MOIBEN,3,MOH,0.814705,35.369
38,MTUNWA HEALTH CENTRE,2903,COAST,KWALE,,,,3,MISS,0.00E+00,0.00E+00
13,RHAMU HEALTH CENTRE,1213,N. EASTERN,MANDERA,RHAMU,RHAMU,RHAMU,3,MOH,3.935952,41.203319
1,AL IBRAHIM HEALTH CENTRE,0,NAIROBI,NAIROBI,,,,3,MISS,0.00E+00,0.00E+00
28,EDELVALE HC,14,NAIROBI,NAIROBI,,,,3,LA,0.00E+00,0.00E+00
45,JINNAH AVENUE HC,23,NAIROBI,NAIROBI,,,,3,LA,0.00E+00,0.00E+00
59,KATWEKERA PHC,0,NAIROBI,NAIROBI,,,,3,NGO,0.00E+00,0.00E+00
89,MBOTELA HC,37,NAIROBI,NAIROBI,,,,3,LA,0.00E+00,0.00E+00
112,RUARAKA HC,49,NAIROBI,NAIROBI,,,,3,LA,0.00E+00,0.00E+00
0,CHULAIMBO RHTC,1340,NYANZA,KISUMU,,,,3,MOH,0.00E+00,0.00E+00
61,VERNA HEALTH CENTRE,2499,NYANZA,MIGORI,,,,3,MISS,0.00E+00,0.00E+00
35,SHIRIKISHO HEALTH CENTRE,4764,NYANZA,RACHUONYO,,,,3,MISS,0.00E+00,0.00E+00
36,SIMBIRI METHODIST NAN BELL HC,4378,NYANZA,RACHUONYO,,,,3,MISS,0.00E+00,0.00E+00
29,NG'ANIA HEALTH CENTRE,0,RIFT VALLEY,LAIKIPIA,,,,3,MOH,0.00E+00,0.00E+00
0,HURUMA H C,0,RIFT VALLEY,UASIN GISHU,MUNICIPALITY,,,3,MOH,0.00E+00,0.00E+00
0,KAPSOYA H C,0,RIFT VALLEY,UASIN GISHU,MUNICIPALITY,,,3,MOH,0.00E+00,0.00E+00
0,KIPSIGAK H C,0,RIFT VALLEY,UASIN GISHU,KOISAKAT,KOISAKAT,,3,MOH,0.00E+00,0.00E+00
65,SOSIAN HEALTH CENTRE,1921,RIFT VALLEY,UASIN GISHU,TURBO,SUGOI,SOSIANI,3,MOH,0.580757,35.1351
67,SOY HEALTH CENTRE,1922,RIFT VALLEY,UASIN GISHU,SOY,SOY,SOYUG,3,MOH,0.690475,35.1742
74,TURBO RURAL HEALTH DEMONSTRATION CENTRE,1928,RIFT VALLEY,UASIN GISHU,TURBO,TAPSAGOI,TURBO,3,MOH,0.622182,35.0413
9,CHEPARERIA HEALTH CENTRE,0,RIFT VALLEY,WEST POKOT,CHEPARERIA,KIPKOMO,CHEPARERIA,3,MOH,1.32957,35.201558
10,CHEPARERIA S.D.A HEALTH CENTRE,2495,RIFT VALLEY,WEST POKOT,CHEPARERIA,KIPKOMO,CHEPARERIA,3,MISS,1.320373,35.207062
18,KABICHBICH HEALTH CENTRE,2492,RIFT VALLEY,WEST POKOT,LELAN,LELAN,MBAYAI,3,MOH,1.23175,35.2845
20,KACHELIBA HEALTH CENTRE,2207,RIFT VALLEY,WEST POKOT,KACHELIBA,SUAM,NGENGECHWO,3,MOH,1.54569,34.9918
62,SIGOR HEALTH CENTRE WEST POKOT,2208,RIFT VALLEY,WEST POKOT,SIGOR,WEI WEI,KORELLACH,3,MOH,1.50377,35.4719
2,BOKOLI HEALTH CENTRE,2222,WESTERN,BUNGOMA,WEBUYE,BOKOLI,BOKOLI,3,MOH,0.721372,34.663
4,BUMULA HEALTH CENTRE,2476,WESTERN,BUNGOMA,BUMULA,BUMULA,LUNAO,3,MOH,0.572483,34.4379
11,CHWELE HEALTH CENTRE,2225,WESTERN,BUNGOMA,CHWELE,CHWELE,CHWELE,3,MOH,0.734351,34.57788
12,KABUCHAI HEALTH CENTRE,2226,WESTERN,BUNGOMA,CENTRAL,KABUCHAI,KISIWA,3,MOH,0.646573,34.560124
19,KHASOKO MISSION HEALTH CENTRE,2228,WESTERN,BUNGOMA,BUMULA,KHASOKO,KHASOKO,3,MISS,0.484107,34.402313
20,KIBABII SUB HEALTH CENTRE,3315,WESTERN,BUNGOMA,KANDUYI,KIBABII,TUUTI,3,MISS,0.618794,34.5253
22,KIMALEWA HEALTH CENTRE,2229,WESTERN,BUNGOMA,CHWELE,MUKUYUNI,MUKUYUNIBUNGOMA,3,MOH,0.771002,34.5788
27,KOLANYA HEALTH CENTRE,0,WESTERN,BUNGOMA,MALAKISI,MALAKISI,TAMULEGA,3,MISS,0.713754,34.4127
35,MALAKISI HEALTH CENTRE,2231,WESTERN,BUNGOMA,MALAKISI,MALAKISI,MWALIE,3,MOH,0.682338,34.420863
38,MECHIMERU HC,2232,WESTERN,BUNGOMA,KANDUYI,E.BUKUSU,E. SANGALO,3,MOH,0.502077,34.6584
45,NAITIRI HEALTH CENTRE,2233,WESTERN,BUNGOMA,TONGAREN,NAITIRI,MILIMA,3,MOH,0.756302,34.890797
46,NDALU HEALTH CENTRE,2234,WESTERN,BUNGOMA,TONGAREN,NDALU,NDALU,3,MOH,0.843136,34.993038
50,SIRISIA HEALTH CENTRE,2235,WESTERN,BUNGOMA,SIRISIA,SIRISIA,N. KULISIRU,3,MOH,0.753888,34.509054
60,WEBUYE HEALTH CENTRE,2475,WESTERN,BUNGOMA,WEBUYE,WEBUYE,TOWNSHIPWEBUYE,3,MOH,0.603646,34.7669
5,BUMALA ' B ' H C,2254,WESTERN,BUSIA,BUTULA,ELUKHARI,BUKATI,3,MOH,0.35675,34.3574
6,BUMULA 'A' HEALTH CENTRE,0,WESTERN,BUSIA,BUTULA,BUMALA,BUKHAKHALA,3,MOH,0.30231,34.1914
15,KHUNYANGU H C,2256,WESTERN,BUSIA,BUTULA,MARACHI CENTRAL,KINGANDOLE,3,MOH,0.33769,34.25793
16,LUPINDA HEALTH CENTRE,0,WESTERN,BUSIA,NAMBALE,BUKHAYO NORTH,LUPIDA,3,MOH,0.577132,34.352575
20,MATAYO'S H C,2258,WESTERN,BUSIA,MATAYOS,NANGOMA,MUYAFWA,3,MOH,0.365967,34.165233
21,MUKHOBOBLA H C,2260,WESTERN,BUSIA,BUDALANGI,BUNYALA CENTRAL,MAGOMBE WEST,3,MOH,0.081572,34.029852
23,NAMBALE H C,2261,WESTERN,BUSIA,FUNYULA,ODIADO,ODIADO,3,MOH,0.27348,34.14324
31,SIO PORT H C,2262,WESTERN,BUSIA,FUNYULA,NANGUBA,BUJWANGA,3,MOH,0.22515,34.021322
5,BUKAYA HEALTH CENTRE,3273,WESTERN,BUTERE/MUMIAS,MUMIAS,ETENJE,ESHIKALAME,3,MOH,0.26004,34.449418
6,BUNGATSI HEALTH CENTRE,2305,WESTERN,BUTERE/MUMIAS,MUMIAS,ETENJE,BUNGASI,3,MOH,0.199465,34.399191
13,ENANGA HEALTH CENTRE,0,WESTERN,BUTERE/MUMIAS,KHWISERO,KISA SOUTH,EMALINDI,3,MOH,0.125715,34.610657
16,KHALABA HEALTH CENTRE,3274,WESTERN,BUTERE/MUMIAS,MATUNGU,MATUNGU,KHALABABM,3,MOH,0.427352,34.548307
18,KHWISERO H C,2318,WESTERN,BUTERE/MUMIAS,KHWISERO,WEST KISA,MUHAKA,3,MOH,0.11,34.48
22,MAKUNGA RHDC,2358,WESTERN,BUTERE/MUMIAS,MUMIAS,SHIBINGA,ISONGO,3,MOH,0.31,34.62
25,MATUNGU H C,2327,WESTERN,BUTERE/MUMIAS,MATUNGU,MATUNGU,MAYONI,3,MOH,0.387188,34.476283
31,MUNDOLI HEALTH CENTRE,2289,WESTERN,BUTERE/MUMIAS,KHWISERO,MULWANDA,MUSHIANGUBU,3,MISS,0.109612,34.577498
37,NAMASOLI HEALTH CENTRE,2291,WESTERN,BUTERE/MUMIAS,KHWISERO,SHIROMBE,IKOMERO,3,MISS,0.144083,34.528817
42,SHIKUNGA HEALTH CENTRE,0,WESTERN,BUTERE/MUMIAS,BUTERE,MARENYO,SHIKUNGA,3,MISS,0.177423,34.539311
43,SHIRAHA HEALTH CENTRE,2352,WESTERN,BUTERE/MUMIAS,BUTERE,NORTH MARAMA,SHIRAHA,3,MOH,0.19674,34.570745
44,SHIRAHA HEALTH CENTRE,0,WESTERN,BUTERE/MUMIAS,BUTERE,NORTH MARAMA,SHIRAHA,3,MISS,0.196039,34.5706
4,BUKURA RHDC,2304,WESTERN,KAKAMEGA,LURAMBI,BUKURA,EMUKAYA,3,MOH,0.219185,34.620511
7,BUSHIRI RHDC,2357,WESTERN,KAKAMEGA,LURAMBI,BUTSOTSO NORTH,INGOTSE,3,MOH,0.366132,34.729199
9,CHEBWAI HEALTH CENTRE,2272,WESTERN,KAKAMEGA,KABRAS,KABRAS CENTRAL,MATSAKHA,3,MISS,0.496461,34.832792
13,EGUHU HC,0,WESTERN,KAKAMEGA,IKOLOMANI,IGUHU,MAKHOKHO,3,MOH,0.168335,34.7433
17,EREGI MISSION H C,2275,WESTERN,KAKAMEGA,IKOLOMANI,SHIKUMU,MADIVINI,3,MISS,0.148307,34.6901
20,IGUHU HEALTH CENTRE,2315,WESTERN,KAKAMEGA,IKOLOMANI,IGUHU,MAKHOKHO,3,MOH,0.163363,34.74599
21,ILEHO HEALTH CENTRE,2316,WESTERN,KAKAMEGA,ILEHO,IVIHIGA,LUNYU,3,MISS,0.290344,34.945664
26,KAMBIRI H C,3278,WESTERN,KAKAMEGA,ILEHO,KAMBIRI,BULOVI,3,MOH,0.374147,34.911005
28,KILINGILI HEALTH CENTRE,2319,WESTERN,KAKAMEGA,IKOLOMANI,SHIKUMU,KALUNI,3,MOH,0.142198,34.681513
32,MALAVA H C,2324,WESTERN,KAKAMEGA,KABRAS,KABRAS EAST,MUSINGU,3,MOH,0.448675,34.853944
33,MUKHONJE H C,0,WESTERN,KAKAMEGA,SHINYALU,ILESI,MUKHONJE,3,MOH,0.250844,34.7271
39,NAVAKHOLO HEALTH CENTRE,2330,WESTERN,KAKAMEGA,NAVAKHOLO,NAMBACHA,NAMBACHA,3,MOH,0.413859,34.68262
42,SHAMAKHUBU HEALTH CENTRE,2335,WESTERN,KAKAMEGA,SHINYALU,SHIBUYE,VIRHEMBE,3,MOH,0.26468,34.827883
43,SHIBWE HEALTH CENTRE,2310,WESTERN,KAKAMEGA,IKOLOMANI,SHIRUMBA,SHIVAGALA,3,MOH,0.205768,34.723052
46,SHIKUSA PRISON HEALTH CENTRE,2295,WESTERN,KAKAMEGA,ILEHO,KAMBIRI,LUBAO,3,MOH,0.318571,34.812412
49,SHISESO HEALTH CENTRE,2337,WESTERN,KAKAMEGA,IKOLOMANI,SHISERE,SHISESO,3,MOH,0.231314,34.703531
57,ST. MONICA'S EREGI MISSION H C,0,WESTERN,KAKAMEGA,IKOLOMANI,SHIKUMU,MADIVINI,3,MISS,0.154259,34.702538
4,LIKUYANI H C,2320,WESTERN,LUGARI/MALAVA,LIKUYANI,LIKUYANI,SOYLUGARI,3,MOH,0.710801,35.10693
7,MABUSI H C,2323,WESTERN,LUGARI/MALAVA,LIKUYANI,NZOIA,VINYENYA,3,MOH,0.834447,35.08051
8,MATETE H C,2326,WESTERN,LUGARI/MALAVA,MATETE,CHEVAYWA,KIVAYWA,3,MOH,0.566488,34.807431
9,MAUTUMA HEALTH CENTRE,2328,WESTERN,LUGARI/MALAVA,LUGARI,MAUTUMA,MBAGARA,3,MOH,0.724824,34.981686
44,NZOIA COMMUNITY HEALTH CENTRE,0,WESTERN,LUGARI/MALAVA,LIKUYANI,KONGONI,SANGO,3,MISS,0.732379,35.056543
3,CHEPTAIS HEALTH CENTRE,2224,WESTERN,MOUNT ELGON,CHEPTAIS,CHEPTAIS,NGACHI,3,MOH,0.818449,34.4608
7,KAPTAMA FRIENDS HEALTH CENTRE,2215,WESTERN,MOUNT ELGON,KAPTAMA,KAPTAMA,KAPTAMA,3,MISS,0.892482,34.770632
8,KIPSIGON MISSION H C,2218,WESTERN,MOUNT ELGON,KOPSIRO,EMIA,CHEPKURKUR,3,MISS,0.844912,34.552345
2,AMUKURA H C,0,WESTERN,TESO,AMUKURA,AMUKURA,AMUKURA,3,MOH,0.569002,34.283452
4,ANGURAI H C,2253,WESTERN,TESO,ANGURAI,ANGURAI,CHELELEMUK,3,MOH,0.707111,34.364965
8,KOCHOLIA HEALTH CENTRE,2257,WESTERN,TESO,AMAGORO,KOCHOLIA,KOCHOLIA,3,MOH,0.620794,34.346269
10,KOLANYA MISS H C,2481,WESTERN,TESO,ANGURAI,KOLANYA,KOLANYA,3,MISS,0.715561,34.394517
12,MODING HEALTH CENTRE,2259,WESTERN,TESO,ANGURAI,MODING,ADUMAI,3,MOH,0.761435,34.334208
14,ST. MARY AKICHELESIT CATH. H C,4264,WESTERN,TESO,ANGURAI,ANGURAI,CHELELEMUK,3,MISS,0.696246,34.366172
2,BANJA HEALTH CENTRE,2303,WESTERN,VIHIGA,TIRIKI WEST,BANJA,GASIANGA,3,MOH,0.044384,34.8298
4,BUGINA HEALTH CENTRE,0,WESTERN,VIHIGA,SABATIA,BUSALI WEST,BUGINA,3,MOH,0.148995,34.76777
5,BUYANGU MISSION HEALTH CENTRE,2271,WESTERN,VIHIGA,TIRIKI WEST,JEPKOYAI,KAPCHEMUGUNG,3,MISS,0.039225,34.745947
6,CHAMAKANGA HC,4005,WESTERN,VIHIGA,SABATIA,BUSALI WEST,CHAMAKANGA,3,MISS,0.147328,34.795455
7,CHAVOGERE HEALTH CENTRE,3266,WESTERN,VIHIGA,SABATIA,BUSALI EAST,CHAVOGERE,3,MISS,0.151041,34.810503
9,EBUSIRATSI HEALTH CENTRE,2308,WESTERN,VIHIGA,EMUHAYA,NORTH BUNYORE,EBUSIRATSI,3,MOH,0.079485,34.634512
10,EKWANDA HEALTH CENTRE,3824,WESTERN,VIHIGA,LUANDA,S.W BUNYORE,MWITUBWI,3,MOH,0.014044,34.571276
11,EMUHAYA HEALTH CENTRE,2309,WESTERN,VIHIGA,EMUHAYA,WEKHOMO,IBOONA,3,MOH,0.037943,34.626321
12,ENZARO HEALTH CENTRE,3264,WESTERN,VIHIGA,VIHIGA,SOUTH MARAGOLI,IDELERI,3,MOH,0.001352,34.702388
13,ESIARAMBATSI H C,2311,WESTERN,VIHIGA,EMUHAYA,N.E BUNYORE,EBUSILOLI,3,MOH,0.080783,34.667144
15,GIVUDIMBULI HEALTH CENTRE,2313,WESTERN,VIHIGA,SABATIA,WODANGA,MAMBAI,3,MOH,0.088137,34.780698
17,HAMISI HEALTH CENTRE,2314,WESTERN,VIHIGA,TIRIKI WEST,GISAMBAI,GAVUDUNYI,3,MOH,0.073514,34.802064
18,IPALI HEALTH CENTRE,2317,WESTERN,VIHIGA,LUANDA,WEST BUNYORE,ITUMBU,3,MOH,0.0502,34.58082
20,KEGONDI HEALTH CENTRE,4476,WESTERN,VIHIGA,SABATIA,WEST MARAGOLI,HAMUYUNDI,3,MOH,0.13,34.71
24,LYANAGINGA HEALTH CENTRE,2322,WESTERN,VIHIGA,EMUHAYA,WEKHOMO,EBUHANDO,3,MOH,0.010225,34.621767
27,MBALE RHTC,2359,WESTERN,VIHIGA,VIHIGA,WAMULUMA,MBIHI,3,MOH,0.080026,34.722102
29,NYANG'ORI HEALTH CENTRE,3265,WESTERN,VIHIGA,TIRIKI WEST,TAMBUA,GAMALENGA,3,MISS,-0.015824,34.7435
31,SABATIA HEALTH CENTRE,2331,WESTERN,VIHIGA,SABATIA,WODANGA,VOKOLI,3,MOH,0.120764,34.787248
32,SEREM HEALTH CENTRE,2333,WESTERN,VIHIGA,TIRIKI EAST,SHAMAKHOKO,SEREM,3,MOH,0.080128,34.852747
35,TIGOI HEALTH CENTRE,2339,WESTERN,VIHIGA,TIRIKI WEST,JEPKOYAI,TIGOI,3,MOH,0.005912,34.725541
38,VIHIGA HEALTH CENTRE,2341,WESTERN,VIHIGA,VIHIGA,CENTRAL MARAGOLI,EMANDA,3,MOH,0.038865,34.714689
119,SIGONA HC,2444,CENTRAL,KIAMBU,KIKUYU,KIKUYU,SIGONA,3,PRIV,-1.211561,36.655394
79,KALOLENI HEALTH CENTRE,0,COAST,KILIFI,KALOLENI,KALOLENI,KALOLENI/VISH/TSAKA,3,PRIV,-3.810436,39.633301
97,MBOGO HC,2914,COAST,KILIFI,KIKAMBALA,MTWAPA,KIJIPWA,3,PRIV,-3.878504,39.777585
140,VIPINGO SISAL ESTATE HC,562,COAST,KILIFI,KIKAMBALA,JUNJU,VIPINGO,3,PRIV,-3.8224,39.795152
60,NYANGWETHE PRIVATE HEALTH CENTRE,0,NYANZA,HOMA BAY,RANGWE,GEM WEST,KANYANJWA,3,PRIV,-0.65,34.57
58,HOMA HILLS COMMUNITY H C,1475,NYANZA,RACHUONYO,WEST KARACHUONYO,KANAM B,RABOUR,3,PRIV,-0.34653,34.4981
67,OMBOGA H C,0,NYANZA,RACHUONYO,EAST KARACHUONYO,KANYALUO EAST,KOWOUR EAST,3,PRIV,-0.42785,34.6465
33,ST.  JUDE'S CLINIC ICIPE,1465,NYANZA,SUBA,MBITA,GEMBE WEST,MBITA TOWNSHIP,3,PRIV,-0.430806,34.213461
39,ARROCKET H C,0,RIFT VALLEY,BURET,SOTIK,CHEMAGEL,SOTIK,3,PRIV,-0.687633,35.11022
40,CHANGOI HEALTH CENTRE,0,RIFT VALLEY,BURET,KIMULOT,SAOSA,CHEMOSIT,3,PRIV,-0.48,35.22
147,CONVENTION HEALTH CENTRE,2815,RIFT VALLEY,NAKURU,NAKURU MUNI.,KAPTEMBWO,VIWANDA,3,PRIV,-0.29321,36.05696
223,SAFARILAND HEALTH CENTRE,4430,RIFT VALLEY,NAKURU,NAIVASHA,HELL'S GATE,OLKARIA,3,PRIV,-0.8274,36.33776
82,KEEKOROK LODGE HEALTH CENTRE,1827,RIFT VALLEY,NAROK,MARA,AITONG,MARARIANDA,3,PRIV,-1.395447,35.041842
85,BUKURA COMMUNITY HEALTH CENTRE,4645,WESTERN,KAKAMEGA,LURAMBI,BUKURA,EMUKAYA,3,PRIV,0.220032,34.613425
113,MABUSI HEALTH CENTRE,0,WESTERN,LUGARI/MALAVA,LIKUYANI,SINOKO,MILIMANILUGARI,3,PRIV,0.850481,35.113114
1,ANMER DISP,190,CENTRAL,KIAMBU,KIAMBAA,KAMITI,ANMER,4,MOH,-1.137387,36.84009
2,BATHI DISP,192,CENTRAL,KIAMBU,LARI,KIJABE,BATHI,4,MISS,-0.978523,36.6347
3,BIBIRIONI DISP,3731,CENTRAL,KIAMBU,LIMURU,LIMURU,BIBIRIONI,4,MISS,-1.08108,36.6171
4,CHURA DISP,0,CENTRAL,KIAMBU,KIKUYU,KABETE,CHURA,4,MOH,-1.21635,36.6896
5,CIANDA DISP,193,CENTRAL,KIAMBU,KIAMBAA,CIANDA,CIANDA,4,MOH,-1.1328,36.7613
6,GACHOIRE DISP,0,CENTRAL,KIAMBU,LARI,NYANDUMA,GACHOIRE,4,MOH,-0.991187,36.7044
7,GATHANGA DISP,931,CENTRAL,KIAMBU,KIAMBAA,WAGUTHU,GATHANGA,4,MOH,-1.182312,36.791234
8,GATHANGARI DISP,0,CENTRAL,KIAMBU,GITHUNGURI,GITHIGA,GITIHA,4,MOH,-1.06802,36.7054
9,GIATHIEKO DISP,0,CENTRAL,KIAMBU,GITHUNGURI,IKINU,RIUKI,4,MOH,-1.09883,36.8279
10,GICHARANI DISP,3638,CENTRAL,KIAMBU,KIKUYU,KARAI,GIKAMBURA,4,MISS,-1.27,36.65
11,GICHURU DISP,198,CENTRAL,KIAMBU,LIMURU,NGECHA,NGECHA,4,MOH,-1.16126,36.6689
15,HOLY CROSS THIGIO DISP,612,CENTRAL,KIAMBU,LIMURU,NDEIYA,THIGIOKIAMBU,4,MISS,-1.196205,36.56731
16,KAARIA DISP,0,CENTRAL,KIAMBU,KIAMBAA,NDUMBERI,NDUMBERI,4,MOH,-1.14234,36.801234
18,KAGWE CATHOLIC MISSION DISP,207,CENTRAL,KIAMBU,LARI,GATAMAIYU,KAGWE,4,MISS,-1.001209,36.743433
20,KAMAE FOREST DISP,208,CENTRAL,KIAMBU,LARI,KINALE,KINALE,4,MOH,-0.870245,36.624
21,KAMBUI DISP,209,CENTRAL,KIAMBU,GITHUNGURI,NGEWA,NYAGA,4,MISS,-1.1,36.87
22,KAMBURU DISP,4831,CENTRAL,KIAMBU,LARI,KAMBURU,MATIMBEI,4,MOH,-1.01588,36.7082
24,KARIA DISP,210,CENTRAL,KIAMBU,KIAMBAA,WAGUTHU,NGEGU,4,MOH,-1.174213,36.82123
25,KARURA SDA DISP,0,CENTRAL,KIAMBU,KIAMBAA,KIHARA,GACHIE,4,MISS,-1.22,36.78
27,KENTMERE DISP,2413,CENTRAL,KIAMBU,LIMURU,KARAMBAINI,MABROUKE,4,MISS,-1.122966,36.658545
28,KIAMBAA DISP,0,CENTRAL,KIAMBU,KIAMBAA,KAMITI,ANMER,4,MOH,-1.13999,36.8456
30,KIAWAROGA DISP,326,CENTRAL,KIAMBU,LIMURU,KARAMBAINI,KIAWAROGA,4,MOH,-1.10046,36.702703
32,KIENI FOREST DISP,215,CENTRAL,KIAMBU,LARI,KINALE,MUKEUKIAMBU,4,MOH,-0.921169,36.648379
37,KIMATHI DISP,0,CENTRAL,KIAMBU,GITHUNGURI,NGEWA,KIMATHIKIAMBU,4,MOH,-1.1077,36.8684
38,KINALE FOREST DISP,217,CENTRAL,KIAMBU,LARI,KINALE,MUKEUKIAMBU,4,MOH,-0.911261,36.61036
40,KIRATINA DISP,0,CENTRAL,KIAMBU,GITHUNGURI,KOMOTHAI,KARATINA,4,MOH,-1.03614,36.8203
41,KIRIITA DISP,213,CENTRAL,KIAMBU,LARI,GATAMAIYU,KAGWE,4,MOH,-0.985135,36.6964
45,LIOKI MISSION DISP,3090,CENTRAL,KIAMBU,GITHUNGURI,IKINU,RIUKI,4,MISS,-1.102112,36.830408
46,LITTLE SERVANT OF SACRET HEART DISP,435,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA,NJOROKIAMBU,4,MISS,-1.192355,36.771525
48,MIGAA DISP,321,CENTRAL,KIAMBU,KIAMBAA,CIANDA,CIANDA,4,MOH,-1.12,36.8
49,MIGUTA DISP,0,CENTRAL,KIAMBU,GITHUNGURI,GITHUNGURI,KIAIRIA,4,MISS,-1.07,36.8
50,MOST PRECIOUS BLOOD DISP,3903,CENTRAL,KIAMBU,LIMURU,TIGONI,RED HILL,4,MISS,-1.18,36.7
